id,artist_id,release_id,artist_mbtags,artist_mbtags_count,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,hotttnesss,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tatums_confidence,tatums_start,tempo,time_signature,time_signature_confidence,title,year
SOCRHCQ12A58A7C8C6,AR11NP91187B9901B4,46647,0,2,0.816,1.06691,0.065,0.59466,338.33751,0,0.265861049,2,0.626,-14.248,0,0.575,328.986,0.065,0.59466,130.027,4,0.509,0,1995
SOSEJIQ12AB017E7EB,ARBZAIL1187FB5B1C8,547104,0,0,0.024,0.71979,0.49,0.17426,126.51057,0,0.233796474,11,0.228,-12.651,1,0.374,121.702,0,0.17426,110.168,4,0.92,0,0
SOMXWXQ12AC3DFA002,ARWXHRS1241B9C7A1E,683402,0,0,0.263,1.11556,0,0.44532,205.58322,0.612,-1,9,0.825,-16.056,0,0.836,182.323,0,0.11215,97.976,3,1,0,0
SOGMXBW12A6D4FB8D7,ARV1P811187FB3CFC6,128198,0,0,0.058,0.62823,0.535,0.62823,193.4624,2.717,0.215080319,0,0.373,-5.913,0,0.548,184.274,0.218,0.62823,119.979,4,1,0,2007
SOOPUTF12AB018DFAA,ARIU0MA1187B98D36F,818344,0,0,0.512,0.95881,0.512,0.95881,127.4771,2.148,-1,6,0.81,-5.541,1,0.864,118.195,0.086,0.76143,156.968,1,0,0,0
SOFDTRZ12AB018DD11,ARB4D891187B9954F7,762520,0,0,0.026,0.61434,0.768,0.29768,234.762,0.101,-1,5,0.172,-6.019,1,0.026,227.84,0.578,0.13935,188.886,4,1,0,1999
SOOGNJP12A8C1381AD,ARQOC971187B9910FA,293668,0,0,0.016,0.65257,0,0.20769,292.8322,3.344,0.466304831,9,0.295,-4.953,1,0.196,273.589,0.105,0.20769,133.306,4,0.338,0,2001
SOFUBCP12A8C13D5EF,AR19SOA1187B98F6E6,117983,0,1,0.178,0.92398,0.618,0.92398,241.10975,2.659,0.480610618,4,0.965,-18.114,1,0.744,230.429,0.618,0.92398,152.267,3,1,0,1990
SOVZBDR12A6702012E,ARTDBI61187FB48479,6949,0,0,0.111,0.72495,1,0.36318,270.68036,0.334,0.26568338,1,0.33,-11.061,1,0.526,267.906,1,0.36318,166.275,4,0.845,0,0
SOPWKSS12AC468E659,ARSE6YI1187B9B9CD2,735425,0,1,0.083,0.80573,0.905,0.29176,188.73424,0,-1,2,0.862,-7.04,1,1,178.463,0.807,0.29176,114.971,4,0,0,0
SOCCQIQ12A8C13C76B,AR6C8EJ1187FB3F473,158078,0,0,0.009,0.63479,0.679,0.22404,211.80036,0.175,-1,9,0.519,-15.358,0,0.525,202.443,0.512,0.22404,144.651,4,0.142,0,0
SODBMZD12A8C134232,AROI96Z1187B9A5304,199953,0,0,0.306,0.07332,0.306,0.07332,254.32771,0,-1,2,0.64,-11.213,1,0.692,249.858,0,0.07332,152.005,1,0.605,0,0
SOBUWPY12A8C1446C0,ARIOSKN1257509BCE1,329135,0,0,0.718,0.27702,0.718,0.27702,210.36363,0.364,-1,1,0.645,-5.904,0,0.683,201.497,0.772,0.08387,155.074,1,0,0,2009
SORWXUP12A58A79E65,ARI0PUX1187FB3F215,276924,0,0,0,0.03212,0,0.03212,301.81832,2.566,0.345802234,10,0.683,-8.095,0,0.549,289.332,0.124,0.03212,61.971,1,0.397,0,1991
SOJEVZW12A8C133988,ARYO9BU1187B9ADA88,193554,0,4,0.151,0.34798,0.387,0.34798,416.80934,0,0.82517354,6,0.644,-7.982,0,0.607,396.533,0.69,0.0276,124.04,5,0.82,0,1997
SOOODKC12AB018462F,ARZ507V1187FB4425E,409813,0,0,0.04,0.47649,0,0.16066,413.36118,0,0,7,0.056,-8.804,0,0.306,408.503,1,0.16066,191.196,4,0,0,0
SODOLVO12B0B80B2F4,AR6XPWV1187B9ADAEB,440990,0,4,0.35,0.58065,0.896,0.16757,117.002,0,-1,7,0.458,-5.699,1,0.44,114.712,0.415,0.16757,152.127,4,0.651,0,2005
SOEHWGF12A6D4F8B2B,AR6PJ8R1187FB5AD70,302176,0,1,0.497,0.71063,1,0.10911,217.36444,0.224,0.73738531,10,0.805,-5.152,0,0.688,212.161,0.538,0.10911,100.023,4,0.937,0,0
SOOZLTC12A6D4FBE91,AR4CG3B1187FB5B861,124344,0,1,0,0.21429,0,0.21429,122.72281,4.418,-1,10,0,-9.965,1,0.149,117.034,0,0.05795,192.688,4,0.671,0,0
SOOSYMY12AB01888CD,AR7BMMV1187FB5B2D7,762519,0,1,0.368,0.78649,0.382,0.38868,203.98975,0.161,0.47212112,11,0.236,-11.976,0,0.384,182.921,0.732,0.19413,154.322,4,0,0,1988
SOPBKEB12A6D4FD777,AREYIHC1187B99CE0B,177029,0,0,0.108,0.55637,0.787,0.2978,192.44363,0.485,0,5,0.084,-10.229,1,0.405,178.66,0.787,0.2978,236.006,4,0.761,0,0
SOEWQYW12AB0183FDE,AREEMIN11F4C848971,517150,0,0,0.097,0.94607,0.357,0.15349,285.36118,0,0.392008772,11,0.321,-6.284,1,0.421,274.715,0.688,0.15349,150.666,5,1,0,0
SOFBQIA12AB0182219,ARBJSO81187B9BA09B,512234,0,1,0,0.14825,0,0.14825,225.12281,0,-1,11,0,-3.818,0,0.036,203.593,0.151,0.14825,175.421,1,0,0,1984
SOHDDHR12AB0183552,ARBGJLS11F4C83D4B9,517488,0,0,0.316,0.58192,0.607,0.10684,123.66322,0,-1,9,0.138,-4.633,0,0.452,119.705,0,0.10684,104.153,4,0.072,0,0
SONWQQX12AC3DF6762,ARVNDLR1187B99CA1B,776019,0,0,0.028,0.64665,0.855,0.17678,525.16526,0.148,-1,11,0.386,-5.602,0,0.417,513.724,0.912,0.17678,127.278,4,0.22,0,0
SOGXFIF12A58A78CC4,AR5LZJD1187FB4C5E5,696947,0,0,0.058,0.64194,0.826,0.26421,204.06812,0.415,0.236420182,6,0.606,-5.157,1,0.514,193.562,0.89,0.07628,160.165,4,1,0,0
SOIPNSZ12A8C144128,AR3WMW01187B9921F7,477268,0,0,0.23,1.58691,0.793,0.18064,166.00771,0,-1,5,0.441,-1.925,1,0.372,162.366,1,0.18064,86.091,3,1,0,0
SOEXSIN12A8C133B0A,ARAEX7Y1187FB42D36,281713,0,1,0.047,0.28332,0.669,0.28332,219.01016,0.235,-1,0,0.782,-5.21,1,0.662,203.233,0.863,0.0827,149.94,4,0.128,0,2001
SOTSMNJ12AB018365E,ARK2G5U1187FB46B34,492999,0,1,0.477,0.20197,0.868,0.20197,127.9473,0.165,0.444401715,0,0.655,-12.717,1,0.525,123.222,0.485,0.20197,135.78,4,0.087,0,2001
SOLGRUN12A8C140543,ARTB56G11C8A41569D,120640,0,0,0.009,1.15604,0.833,0.29463,570.90567,0.15,-1,7,0.792,-12.28,1,0.646,538.372,0.622,0.08551,122.967,4,1,0,0
SOQCHGV12AC4688FC6,AR0GGKI1187FB391D5,789426,0,0,0.01,0.6938,0.887,0.27306,230.00771,0,-1,9,0.858,-9.748,1,0.606,226.708,0.774,0.0611,142.024,4,0.966,0,0
SOXCWTT12AC9075756,ARZEWUR1187FB53DC8,785362,0,0,0.137,0.89888,0.279,0.48245,240.74404,0,0.543052864,2,0.735,-4.878,0,0.838,240.744,0.378,0.48245,135.535,7,0.583,0,2010
SOAFIPD12A8C13A261,AR89DTT1187B9A7ED5,298921,0,1,0.322,0.1659,1,0.1659,192.20853,0.357,0.608500079,2,0.523,-23.988,1,0.537,183.229,0.511,0.1659,139.189,3,0.418,0,1989
SOMJPML12A8C13D74E,ARTHKKA122BCFCBF58,162273,0,0,0.028,1.8618,0.706,0.05108,152.0322,0.479,-1,8,0.656,-9.414,1,0.393,143.871,0.555,0.05108,128.598,5,0.197,0,0
SOCVDYI12AC4687DDB,ARJDMBO1187B9AD118,605167,0,0,0.031,1.07333,0.541,0.35811,215.30077,0.588,0,3,0.445,-9.741,0,0.496,208.376,0.315,0.18068,163.445,4,0.015,0,2004
SOEVGMZ12A8C1421B5,ARYJSY01187B9B7C65,474726,0,2,0.084,1.14709,1,0.07152,155.21914,0,-1,7,0,-11.965,0,0.181,147.673,1,0.07152,114.027,3,1,0,1971
SOCGURJ12AB0182AEE,AR77FBJ1187FB49D8D,364642,0,0,0.908,0.23374,0.908,0.23374,207.12444,0.352,-1,7,0.662,-12.779,1,0.756,192.447,0.242,0.23374,111.316,1,0,0,0
SOHTWLT12A8C13CFE1,ARFVYJI1187B9B8E13,307651,0,4,0.562,2.24039,0.238,1.67818,428.56444,4.267,0.659304669,4,0.743,-8.403,0,0.727,414.697,0.069,1.67818,105.994,3,1,0,2006
SOVQZYP12A8C144692,ARBM4TC1187FB5CE98,614890,0,1,0.593,1.61011,0.593,1.61011,185.7824,3.059,-1,8,0.015,-13.251,1,0.236,174.556,0.119,1.26705,88.489,1,0.249,0,0
SOHHANU12A58A77C66,ARMQHX71187B9890D3,538734,0,2,0.02,0.80159,0.385,0.29973,654.28853,3.048,0.626612803,7,0.539,-5.884,0,0.617,638.462,0.351,0.29973,118.433,4,0.802,0,2009
SOTHWPG12AB018C90E,ARYXJ5A1187B9B9E56,767591,0,0,0.198,1.1645,0.603,0.5406,306.72934,0,0.270775999,11,0,-6.929,1,0.232,276.149,0.338,0.22825,96.007,4,0.906,0,0
SOOQHNV12AB0186CD4,ARULHJM1187B997004,554760,0,0,0.002,0.33922,0.478,0.33922,229.51138,3.233,-1,9,0.457,-4.198,1,0.398,222.285,0.149,0.17961,187.807,4,0.381,0,0
SOSGXRU12AAF3B2B07,AROTIMO1187FB532BF,528941,0,0,0.512,0.23293,0.058,0.23293,205.58322,0,-1,7,0.025,-6.998,0,0.312,202.931,0.759,0.23293,181.115,4,0.701,0,1991
SOFRUDU12A8C13A40C,AR0X3JJ1187FB3A9A7,293622,0,0,0.025,0.98812,1,0.17951,127.05914,0.322,0.494489518,2,0.826,-12.772,1,0.936,114.724,0.676,0.17951,148.357,4,0.097,0,0
SONXLQQ12AB0184B54,AR035N21187FB3938E,472444,0,2,0.042,0.89966,0.806,0.46147,44.35546,0,0.304169503,1,0,-18.147,0,0,44.355,0.418,0.46147,136.164,4,0.68,0,0
SOKPHVH12AB0187460,ARA0H5U1187FB47949,763206,0,0,0.041,1.15739,0.72,0.69791,203.83302,2.067,-1,4,0.648,-7.661,0,0.629,195.117,0.301,0.69791,126.941,4,1,0,2009
SOIUGDX12A6D4FDECA,AR358YS1187FB44A29,239244,0,0,0.338,0.95034,0.932,0.55728,176.50893,0.497,-1,5,0.526,-17.308,1,0.595,165.535,0.932,0.55728,159.582,3,1,0,0
SOAYYDM12AB01817E6,ARANOZN1187B9B373E,329967,0,2,0.37,0.82038,0,0.04246,140.66893,0.078,0.519448582,6,0.006,-28.347,0,0.127,135.285,0,0.04246,89.495,4,0.614,0,1986
SORAJXA12A58A7A4C9,ARHONG11187FB3B120,71267,0,0,0.085,0.36695,0.463,0.36695,201.09016,0,-1,5,0.608,-2.869,0,0.505,201.09,0.609,0.05221,102.259,3,1,0,1988
SODJUNF12A8C13337F,ARRA2F91187B9B4061,282150,0,0,0.185,0.7081,0,0.09479,254.79791,0,0,10,0.647,-7.309,1,0.54,236.141,0.491,0.09479,107.529,3,1,0,1998
SOVDDWO12A6D4F9A78,ARSGZ3J1187FB3E610,46723,0,0,0.121,1.79615,0.866,0.56961,143.0722,0.32,0,0,0.675,-15.351,1,0.353,133.724,0.473,0.26777,99.408,4,1,0,0
SOFGQAP12AB0185946,ARMQ32V1187B9999F3,575880,0,1,0.147,0.93377,0.982,0.20126,163.49995,2.171,0,9,0.753,-25.694,1,0.629,156.212,0.23,0.20126,79.731,4,0.897,0,0
SORGLCR12AB0184B69,AR8EDG51187FB41A08,539974,0,0,0.423,0.27257,0.423,0.27257,289.64526,0,0,0,0.403,-9.435,1,0.578,286.18,0.765,0.27257,188.502,1,0,0,0
SOLBIIE12AB0184DFC,AR1GYND1187B9A9CD3,558289,0,1,0.849,0.30566,0.849,0.30566,124.15955,0.38,0.405652196,11,0.724,-4.793,1,0.583,122.015,0.12,0.10118,133.729,1,0.046,0,1998
SORHOEV12A81C20F71,AR1PCLK1187FB5BBFF,275722,0,3,0.343,0.64009,0.743,0.19422,167.3922,0.131,0.445454526,4,0.694,-17.623,0,0.591,163.149,0.388,0.19422,139.136,4,0.63,0,0
SOFPYXC12A58A7A4B9,ARF0W6Z1187B9AC325,179267,0,2,0.192,0.93541,0.616,0.32747,321.35791,0,-1,2,0.341,-6.2,0,0.369,312.761,0.114,0.17724,193.693,4,0.617,0,1994
SOFQGCQ12AB0183609,ARWGIOC1187FB4CBEF,517634,0,0,0.471,0.67486,0.709,0.67486,263.94077,0.429,-1,0,0.693,-19.821,1,0.528,248.123,0,0.2855,76.693,4,0.524,0,0
SOEBDBO12AC4688712,ARZHLNX1187FB4B8E7,686750,0,0,0.101,0.84998,0.809,0.37847,341.36771,0,-1,10,0.432,-9.632,1,0.304,324.679,0.638,0.1433,126.95,4,0.575,0,0
SONIQSB12AB0189829,ARC25S11187B993923,766687,0,0,1,0.12319,1,0.12319,333.13914,0,-1,6,0.598,-5.671,1,0.532,317.719,0,0.12319,144.812,1,0.091,0,0
SOYNEII12AB0181DB6,ARKE8PP1187B997DD4,545429,0,0,0.011,0.74492,0.576,0.30222,349.12608,0,-1,11,0.7,-11.708,0,0.319,338.506,0.332,0.08142,138.003,4,0,0,0
SOKIGWD12A6701DE9D,ARK9TRQ1187B99C095,15567,0,7,0.372,0.70514,0.541,0.11379,168.56771,0,-1,7,0.576,-16.968,0,0.621,159.637,0.538,0.11379,130.284,4,0.706,0,1999
SOHXKAN12AC46872F1,ARGTUWC1187B9904A0,789959,0,0,0.018,0.57605,0.815,0.15761,350.71955,0.519,0,10,0.881,-13.038,1,0.901,334.17,0.477,0.15761,152.013,4,1,0,2010
SOQZHMH12A8C13A393,ARFS01P1187B9A395A,259476,0,0,0.018,0.44875,0.934,0.07709,175.62077,0.148,-1,4,0.852,-10.647,1,0.743,167.358,0,0.07709,159.968,4,0.415,0,0
SOLEYPL12A6D4F83CE,ARGWIHH1187B9A79B0,534031,0,1,0.904,1.65865,0.607,0.20148,190.24934,0,0.543052864,4,0.441,-4.172,0,0.326,185.289,0.479,0.20148,75.031,4,1,0,2005
SOZFCNC12A6D4F76F3,AR5MK521187B98E0B8,23134,0,2,0.021,0.87245,1,0.19248,255.16363,2.67,-1,7,0.473,-10.756,1,0.505,248.337,0.681,0.19248,150.837,4,0.466,0,1981
SOPUQFS12A8C13DE1E,ARU22AM1187B9961EA,220650,0,0,0.716,0.37179,0.716,0.37179,120.2673,0.502,-1,10,0.634,-3.422,0,0.52,116.013,0.447,0.17,143.231,1,0,0,0
SOPNRDT12AB018A2D8,ARTB56G11C8A41569D,515188,0,0,0.114,0.95309,1,0.46982,557.26975,0,-1,11,0.259,-12.26,1,0.462,508.54,1,0.23362,123.993,4,0.302,0,0
SOGTLVU12A8AE47D5D,AR93RTI1187B98ECFB,237520,0,0,0.383,0.80806,0.383,0.80806,187.53261,0,0.350979506,11,0.681,-23.527,1,0.541,180.355,0.145,0.40014,97.981,1,0,0,2000
SOXNMDZ12A6D4FA20D,AR9AN471187B99E0DA,64434,0,0,0.438,0.40638,0.754,0.40638,295.60118,2.125,-1,2,0.783,-9.435,1,0.704,290.65,0.124,0.40638,137.288,4,0.471,0,0
SOGOJBW12AB018513B,ARAR4YH1187B98BF2A,512027,0,0,0.242,0.1805,0.737,0.1805,252.02893,0.149,0,3,0.372,-8.639,1,0.467,252.029,0.849,0.1805,168.323,4,0.484,0,0
SONNOCP12A8C145220,AR567PN1187FB4B4F2,737947,0,0,0.432,1.64757,0.153,0.3732,329.35138,0,0.570850642,2,0.144,-7.672,1,0.287,316.883,0.296,0.05381,111.079,4,0.599,0,2009
SOUDHTP12AB0183403,ARYKF861187B99C74B,495799,0,0,0.149,0.89743,0.299,0.4445,180.00934,0.258,0,0,0.097,-13.668,1,0.325,171.648,0,0.21804,133.009,4,0.682,0,0
SOWDEPU12A8C137B14,AR4K59J1187FB3759B,245279,0,0,0.127,4.45323,0,2.817,244.45342,0,0.235846203,6,0.516,-6.885,1,0.59,227.794,0.243,2.67534,146.577,5,1,0,0
SOJBYGW12A8C13A497,ARLSF8H1187B9A76B0,264857,0,4,0.166,1.34587,0.809,0.47161,282.53995,0.351,-1,6,0.34,-4.2,0,0.34,275.522,0.321,0.25359,140.458,3,0.595,0,1996
SOQDTQP12A6D4F793F,ARDG9Z71187B997023,23178,0,2,0.06,1.43656,0.854,0.98655,388.28363,2.49,0.26396982,0,0.551,-16.433,1,0.583,383.994,0.148,0.75243,132.506,4,0.195,0,1983
SOJHKYL12A6D4FA0AC,AR56P361187B9AC4DB,52141,0,2,0.083,1.09248,0.65,0.70219,345.93914,0.416,0.447135796,2,0.04,-6.951,1,0.148,339.754,0.83,0.50562,153.862,4,0.404,0,1997
SOJVWBA12AB018C326,ARDDHGI126E2B3AA76,755756,0,0,0.151,0.57581,0.981,0.57581,243.1473,0.525,0,9,0.847,-14.737,1,0.639,235.886,0.851,0.57581,93.238,4,0.521,0,2010
SONRSQW12A6D4F6D1C,ARVML631187B99E90D,53826,0,1,0.555,0.45372,0,0.45372,261.74649,3.489,0.714046553,0,0.427,-9.628,1,0.398,250.921,0.386,0.20062,124.086,4,0.366,0,1986
SONTBYD12A58A77A29,ARBKMHZ11F4C843491,215830,0,0,0.908,0.18093,0.908,0.18093,172.25098,0.449,-1,2,0.558,-8.46,0,0.54,165.727,1,0.18093,66.765,1,0.805,0,0
SOMKMPB12A8C1447D0,ARD3LXU1187B9ABFC5,754188,0,4,0.233,0.65479,0.887,0.24895,216.60689,0.177,0.413739836,9,0.558,-3.736,1,0.533,214.192,0.598,0.0445,145.518,4,0.675,0,1988
SOSGQPS12A8AE48538,ARXOTQH1187FB57084,279702,0,0,0.042,0.11182,0.956,0.11182,363.59791,0.09,-1,1,0.638,-4.376,1,0.371,353.913,1,0.11182,139.998,4,0.548,0,0
SOKENJQ12AB017EC8C,ARMG6K31187FB55677,409251,0,0,0.105,1.69231,0.558,0.3668,271.77751,0,0.319565987,0,0.674,-6.947,1,0.556,267.761,1,0.14552,90.648,3,1,0,2004
SOBNTXB12A8C1428BA,ARFUSID1241B9C9462,646806,0,0,0.87,0.5637,0.764,0.13425,330.65751,0.229,-1,2,0.706,-12.279,0,0.629,324.261,0.243,0.13425,140.334,4,0.103,0,0
SOIKIJC12AC3DFB3D2,ARC6UC81187B989062,603055,0,1,0,0.34565,0,0.34565,133.27628,0,0.360370583,5,0.783,-15.736,1,0.674,117.661,0,0.34565,89.86,1,0.368,0,2005
SOFJNQR12A6D4FAE92,ARKZJ301187FB521B2,435050,0,2,0.1,0.43373,0.995,0.05059,264.69832,0,0.566988444,9,0.594,-5.871,1,0.509,251.141,0.995,0.05059,156.097,4,1,0,2006
SOGDFIT12AB018528B,ARVKAWO11F50C47C9A,340310,0,0,0.851,0.3145,0.851,0.3145,228.51873,0.229,-1,5,0.579,-12.053,1,0.405,223.37,0.187,0.14212,179.501,1,0,0,0
SOOIZTH12AB018C12E,ARHXBJI1241B9C8B7F,752185,0,0,0.043,0.16804,0.744,0.16804,240.3522,0.132,-1,1,0.611,-6.248,1,0.544,233.465,0.837,0.16804,86.689,3,0.859,0,0
SOQPJUL12AB0189379,ARTFLEU1269FCD1FE3,667517,0,0,0.061,1.02179,0.34,0.6454,145.57995,0,-1,0,0.757,-13.703,1,0.637,140.527,0.959,0.45764,160.261,5,0.182,0,0
SOMBQEO12A8C135018,AR0LVFQ1187B9A84E0,150501,0,0,0.15,1.97986,1,0.13473,235.80689,0.131,0.253834736,10,0.391,-9.716,0,0.316,235.807,0.009,0.13473,101.03,4,0.58,0,0
SOCQWKZ12A8C13CE4C,ARU9KWP1187B98B2A7,105115,0,1,0.026,0.68185,1,0.2964,192.1824,0.27,0.519403046,6,0.211,-6.258,1,0.363,192.182,0.936,0.10319,155.038,4,0.41,0,2007
SONETAN12A58A7ACEB,ARZ05QG1187FB3843E,142192,0,0,0.199,1.58983,0.611,0.39362,418.87302,0.264,0.437351761,1,0.826,-11.702,1,0.912,411.481,0,0.09325,117.168,3,1,0,1989
SOKEXTF12A8C13AE7E,ARTEGHH1187FB435C8,296995,0,1,0,0.17434,0,0.17434,198.26893,0,0.676548906,2,0.414,-14.509,0,0.485,193.782,0,0.17434,132.967,1,0.405,0,2003
SOUJISW12CF4E09416,ARASSX21187FB528B7,146503,0,0,0.016,1.72068,0.693,1.29819,420.10077,7.367,-1,11,1,-9.062,1,0.726,412.473,0.05,1.07786,139.91,4,1,0,1996
SOJKDKH12A58A761A2,ARRH2S81187B98C8AA,223472,0,1,0.88,1.86974,0.687,0.57631,397.26975,0.392,0.460541281,9,0.535,-6.788,1,0.333,397.27,0.325,0.25336,95.882,4,0,0,1999
SOTWWBZ12AB01845E0,ARSF4161187B9B449F,457879,0,0,0.244,0.68126,0.638,0.23462,229.79873,0.205,0.495293621,4,0.685,-12.772,1,0.418,226.441,0.411,0.08525,135.175,3,0.639,0,1995
SOKZTUH12AB018B938,AR87OXB1187FB39E0B,816840,0,0,0.083,1.26047,0.368,0.2832,150.64771,0,-1,7,0.804,-9.258,1,0.728,144.62,0.835,0.03978,121.983,3,0.852,0,0
SOQDTZG12A8C1442E3,ARCLCFS1187B9AE476,319844,0,0,0.227,1.04714,0.447,0.68669,286.14485,0.485,-1,9,0.206,-24.597,0,0.323,271.946,0.201,0.50692,169.775,3,0.1,0,0
SOIFOLA12AB017CDA1,ARWAPYC1187FB3FCAF,333103,0,1,0.104,0.74275,0.402,0.30755,384.70485,0.254,-1,11,0.582,-8.161,0,0.606,351.01,0.655,0.30755,137.862,4,0,0,2001
SOKHVZO12AB0184C4D,ARILV5E1187B9959C8,775316,0,1,0.043,0.47165,0.726,0.47165,415.03302,0,0,1,0.46,-6.751,1,0.716,372.663,1,0.23761,83.326,3,1,0,0
SOMISOP12AC468D9D5,ARHSAFX1187B98E89A,599989,0,0,0.291,0.62429,0.623,0.62429,133.53751,2.235,-1,4,0,-29.295,1,0,133.538,0.065,0.62429,117.667,3,0.255,0,0
SOOZKNQ12A6D4F6FD4,ARGR9FY1187FB4D0E7,80339,0,0,0.18,0.6871,0.446,0.6871,266.70975,0,-1,9,0.731,-12.658,1,0.577,257.225,0.266,0.24622,90.908,3,1,0,0
SOGOQGE12AB0182907,ARVG4OK1187B9B6BD3,624887,0,1,0.071,1.03982,0.938,0.25338,284.3424,0.206,-1,4,0.49,-6.546,1,0.469,267.685,0.306,0.05455,151.953,4,0.198,0,2008
SOWTIDJ12AB018808C,ARGCY1Y1187B9A4FA5,726003,0,0,0.005,0.88942,0.507,0.88942,179.06893,0.844,0,0,0.437,-17.522,0,0.465,175.92,0.332,0.88942,161.054,4,0.67,0,0
SONIHLC12AB0187B0C,ARYFROT1187B9B78C2,811387,0,0,0.168,0.76458,0,0.38884,100.5971,1.268,-1,8,0.246,-10.777,1,0.326,100.597,0.215,0.20097,159.895,5,0.298,0,0
SOLBHCO12AB018769A,ARIN12F1187FB3E92C,460988,0,1,0.007,1.11054,0.838,0.1732,320.60036,0,0,9,0.802,-9.993,1,0.463,303.044,1,0.1732,128.219,4,0.859,0,0
SOVZVPT12AB018A59E,ARMZ4PD1187B9ACBCD,590998,0,0,0,3.12601,0.572,2.53688,302.36689,14.588,0,6,1,-12.99,1,0.947,284.595,0.024,2.23347,101.229,4,0.634,0,0
SOZWDHS12AB0188A33,AR0CWSC1187B9AFE3F,509285,0,0,0.24,0.52245,0.4,0.52245,284.70812,0,-1,0,0.106,-8.339,1,0.324,274.448,0.544,0.19975,98.859,4,0.326,0,0
SOFSKON12A8C13B3B5,ARD5K161187B9AC784,2016,0,3,0.039,0.89509,1,0.4155,327.8624,0.38,0.688521844,0,0.509,-6.531,1,0.519,316.447,0.528,0.17571,125.975,4,0.794,0,2001
SOBOCAG12A6BD55D56,ARUZRFN1187B98AC05,74586,0,0,0.056,0.44481,0.879,0.05666,286.30159,0.177,0.557880389,1,0.529,-6.933,1,0.317,273.601,0.289,0.05666,154.09,4,0.625,0,2007
SONCYFS12A8C14261E,ARSTH0R1187B98951E,312976,0,1,0.408,0.93982,0.875,0.46604,356.49261,0.276,-1,9,0.764,-4.178,1,0.561,356.493,0.547,0.14177,124.237,4,0,0,2001
SOTNBNN12A6D4F6CC7,ARSL5SP1187B9A7AE0,160605,0,1,0.088,0.95072,1,0.33341,168.75057,0.281,0,9,0.445,-8.91,1,0.419,165.86,1,0.33341,97.099,4,1,0,1989
SOXZLDX12A58A7CE52,ARCE0H01187B9AF741,282493,0,2,0,0.46699,0,0.46699,201.56036,0,-1,9,0.539,-2.069,1,0.379,201.56,0.296,0.25665,140.63,1,0,0,2000
SOEESQT12A8C13C7D5,ARW4AGO1187FB4F107,161810,0,0,0.712,0.58716,0.712,0.58716,185.67791,0.234,-1,0,0.04,-16.844,0,0.123,178.765,0.594,0.30595,101.41,1,0,0,0
SOSKUNI12AB0187F12,ARZWK2R1187B98F09F,559004,0,1,0.264,0.54425,0.794,0.25604,218.8273,0.194,0.696469437,4,0.355,-3.803,1,0.354,218.827,0.576,0.113,186.254,4,0.526,0,2003
SOSLFMU12AB018FFEA,ARDOOH01187B991055,681616,0,0,0.122,0.5551,0.854,0.26867,303.04608,0.102,0.215080319,1,0.745,-10.57,1,0.556,292.664,0.426,0.12794,210.47,4,0.418,0,1995
SOOKISK12AB0180667,ARMBTFC1187FB56343,405643,0,2,0.447,0.74834,0.299,0.11878,224.522,0,-1,7,0.435,-6.694,1,0.467,214.941,1,0.11878,94.057,4,1,0,1999
SOVGBEK12A8C134E04,ARBH0MS1187FB36311,152247,0,1,0.072,0.12893,0.072,0.12893,315.27138,0,-1,4,0.517,-16.753,1,0.396,303.45,0.583,0.12893,100.349,1,0,0,0
SORJOMF12AB0186F78,ARTXEZN1187B9B8190,644965,0,0,0.014,0.84966,0.773,0.37107,275.06893,0,-1,7,0.727,-4.376,1,0.552,271.296,0.504,0.37107,124.009,4,0.944,0,0
SOVTGXQ12A6D4FB9CA,ARBM57Q1187B9AF97C,64098,0,2,0.347,2.91664,0.347,2.91664,191.81669,3.146,0.545230294,9,0.137,-38.525,1,0.399,179.868,0.05,2.91664,90.084,1,0.342,0,1986
SOLKTEK12AB018BE1A,ARED2DG1187FB3CB4D,570488,0,0,0.689,0.14825,0.689,0.14825,177.24036,0.107,0.447135796,2,0.796,-1.843,1,0.732,171.404,0.727,0.14825,106.698,1,0.792,0,2009
SODYZIU12A8C13FBD9,ARMQHX71187B9890D3,223563,0,2,0.447,2.49921,0.614,0.20127,233.58649,0.229,0.784194616,2,0.604,-3.937,1,0.402,233.586,0.282,0.20127,89.78,4,0,0,2001
SOJRCDU12AB0189D27,ARNIFX51187FB418EA,466577,0,0,0.137,1.21134,0.503,0.62753,38.3473,0,0.214253449,9,0.054,-16.006,0,0.334,38.347,0.343,0.33773,107.177,7,0.545,0,2000
SOBMHTY12AC9097B7C,AREW1KO1187B98E42E,785416,0,0,0.26,1.09675,0,0.65712,100.85832,0,0,10,0.045,-19.794,1,0.344,100.858,0,0.65712,152.258,4,0.487,0,0
SOZWHVZ12A6D4F90E7,ARUJ5A41187FB3F5F1,53563,0,3,0.041,1.4142,0.937,0.52971,485.19791,4.923,-1,3,0.878,-7.614,1,0.916,474.517,0.081,0.52971,134.083,4,0.662,0,2007
SOQAHUW12AB0181F04,ARE2BVT1187B9AC9A2,508052,0,0,0.15,0.2401,0.873,0.2401,239.01995,0.187,-1,5,0.606,-10.274,1,0.598,230.545,0.719,0.2401,106.398,3,1,0,0
